"ID","Indiv","Nsnps","DP","NNA","Ho","f.hom.ref","f.hom.alt","Batch","Merged","Dup","Species","Region","Location","Band_no","Plate_ID","Sent","Plate","Well","date","Month","Day","Year","JD"
"PUMA_SK_xxx_09","PUMA_SK_xxx_09",21076,3.5148984627064,0.485034329415789,0.0931391155817043,0.864300626304802,0.042560258113494,1,0,1,"PUMA","SK","SK","8051-77173","20210222_Plate_2/11c","20210222","Plate_2","11c",NA,NA,NA,NA,NA
"PUMA_SK_xxx_10","PUMA_SK_xxx_10_seq2",39158,43.6365749016804,0.0432233000219904,0.182312681955156,0.750600132795342,0.067087185249502,2,0,2,"PUMA","SK","SK","8051-77172","20240711Plate_4/9h","20240711","Plate_4","9h",NA,NA,NA,NA,NA
"PUMA_SK_xxx_12","PUMA_SK_xxx_12",24733,4.2116201026968,0.39568011337259,0.115918004285772,0.841911616059516,0.0421703796547123,1,0,1,"PUMA","SK","SK","8051-77296","20210222_Plate_2/11f","20210222","Plate_2","11f",NA,NA,NA,NA,NA
"PUMA_SWON_001","PUMA_SWON_001",24701,5.09542123800656,0.396461993305153,0.121897898870491,0.823246022428242,0.0548560787012672,1,0,1,"PUMA","SWON","SWON","39/PUMA 13","20231102_Plate_1/10f","20231102","Plate_1","10f",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_01","PUMA_SWON_xxx_01",32549,8.98574456972564,0.204705939844113,0.156225997726505,0.778641432916526,0.0651325693569695,1,0,1,"PUMA","SWON","SWON","141","20210222_Plate_2/11g","20210222","Plate_2","11g",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_02","PUMA_SWON_xxx_02",29702,5.77210288869436,0.274268820094314,0.122618005521514,0.825836643997037,0.0515453504814491,1,0,1,"PUMA","SWON","SWON","143","20210222_Plate_2/11h","20210222","Plate_2","11h",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_03","PUMA_SWON_xxx_03",25709,4.38741296822125,0.371832775429423,0.110272667159361,0.842934380956085,0.046792951884554,1,0,1,"PUMA","SWON","SWON","146","20210222_Plate_2/12a","20210222","Plate_2","12a",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_04","PUMA_SWON_xxx_04",14844,2.79500134734573,0.637305446282405,0.0732956076529237,0.893761789275128,0.0329426030719483,1,0,1,"PUMA","SWON","SWON","147","20210222_Plate_2/12b","20210222","Plate_2","12b",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_06","PUMA_SWON_xxx_06",35691,17.1533719985431,0.127935103965597,0.158415286766972,0.779328121935502,0.062256591297526,1,0,1,"PUMA","SWON","SWON","151","20210222_Plate_2/12d","20210222","Plate_2","12d",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_07","PUMA_SWON_xxx_07",34373,10.4467459924941,0.16013878368803,0.15195065894743,0.78497658045559,0.0630727605969802,1,0,1,"PUMA","SWON","SWON","152","20210222_Plate_2/12e","20210222","Plate_2","12e",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_08","PUMA_SWON_xxx_08",35080,9.59258836944128,0.142864123927969,0.14806157354618,0.793500570125428,0.0584378563283922,1,0,1,"PUMA","SWON","SWON","153","20210222_Plate_2/12f","20210222","Plate_2","12f",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_09","PUMA_SWON_xxx_09",33260,7.39013830426939,0.187333545092482,0.131900180396873,0.806524353577871,0.0615754660252556,1,0,1,"PUMA","SWON","SWON","154","20210222_Plate_2/12g","20210222","Plate_2","12g",NA,NA,NA,NA,NA
"PUMA_SWON_xxx_10","PUMA_SWON_xxx_10",35888,10.2601983950067,0.123121655630757,0.15333816317432,0.785527195720018,0.0611346411056621,1,0,1,"PUMA","SWON","SWON","155","20210222_Plate_2/12h","20210222","Plate_2","12h",NA,NA,NA,NA,NA
"PUMA_VI_BC009","PUMA_VI_BC009",18890,3.26363155108523,0.538446502308989,0.0529910005293806,0.892694547379566,0.0543144520910535,1,0,1,"PUMA","VI","Vancouver Island, Mayne Island, BC","PUMA_UBC002","20231102_Plate_1/9e","20231102","Plate_1","9e","2019-07-05",7,5,2019,186
"PUMA_WA_001","PUMA_WA_001",37559,11.8014590377806,0.0822928629022406,0.137676721957454,0.789185015575495,0.0731382624670518,1,0,1,"PUMA","WA","Bremerton, Kitsap, WA","UWBM:86057","20231102_Plate_1/11b","20231102","Plate_1","11b","2006-06-25",6,25,2006,176
"PUMA_WA_002","PUMA_WA_002",27290,4.76581165262001,0.33320302001124,0.113777940637596,0.826639794796629,0.059582264565775,1,0,1,"PUMA","WA","Bellingham, Whatcom, WA","UWBM:119728","20231102_Plate_1/11c","20231102","Plate_1","11c","2007-08-10",8,10,2007,222
"PUMA_WA_003","PUMA_WA_003",38923,16.8411992909077,0.0489652307767488,0.141664311589549,0.782647791794055,0.0756878966163965,1,0,1,"PUMA","WA","waterfront near senior center Edmonds, Snohomish, WA","UWBM:88763","20231102_Plate_1/11d","20231102","Plate_1","11d","2008-08-12",8,12,2008,225
"PUMA_WA_005","PUMA_WA_005",39318,33.8348847855944,0.0393139003591761,0.153593773844041,0.773360801668447,0.0730454244875121,1,0,1,"PUMA","WA","near 231 Pafitt Way SW, in harbor, Kitsap, WA","UWBM:119280","20231102_Plate_1/11f","20231102","Plate_1","11f","2013-06-22",6,22,2013,173
"PUMA_WA_006","PUMA_WA_006",38792,16.7481181686946,0.052166051750678,0.15719736028047,0.767941843679109,0.0748607960404207,1,0,1,"PUMA","WA","Washington, USA","UWBM:120067","20231102_Plate_1/11g","20231102","Plate_1","11g","2007-08-10",8,10,2007,222
"VGSW_CO002","VGSW_CO002_merged",41593,17.5814439929796,0.0592160322091787,0.132882937032674,0.808164835429038,0.0589522275382877,1,1,1,"VGSW","CO","Drowsy Water Ranch, 1454 4451 County Road, 8 kilometers northwest of Granby,CO","DMNS:Bird:43248","Merged","Merged","Merged","Merged","2009-08-24",8,24,2009,236
"VGSW_CO003","VGSW_CO003",14748,2.40927583401139,0.666417859808645,0.0442771901274749,0.929820992676973,0.0259018171955519,1,0,1,"VGSW","CO","Littleton, Denver Water Facility Outlet, Works, 11300 Waterton Road","DMNS:Bird:56024","20231102_Plate_2/10g","20231102","Plate_2","10g",NA,NA,NA,NA,NA
"VGSW_CO004","VGSW_CO004_merged",43013,76.7494710901355,0.0270973287190971,0.151884314044591,0.79568967521447,0.0524260107409388,1,1,1,"VGSW","CO","Littleton, Denver Water Facility Outlet, Works, 11300 Waterton Road","DMNS:Bird:56025","Merged","Merged","Merged","Merged",NA,NA,NA,NA,NA
"VGSW_CO005","VGSW_CO005",43147,48.8930864254757,0.0240664088122865,0.150601432312791,0.793056295918604,0.056342271768605,1,0,1,"VGSW","CO","Littleton, Denver Water Facility Outlet, Works, 11300 Waterton Road","DMNS:Bird:56026","20231102_Plate_2/11a","20231102","Plate_2","11a",NA,NA,NA,NA,NA
"VGSW_CO006","VGSW_CO006",43070,27.1231483631298,0.0258080568184389,0.151102855816113,0.795983283027629,0.0529138611562573,1,0,1,"VGSW","CO","Littleton, Denver Water Facility Outlet, Works, 11300 Waterton Road","DMNS:Bird:56027","20231102_Plate_2/11b","20231102","Plate_2","11b",NA,NA,NA,NA,NA
"VGSW_CO008","VGSW_CO008",43230,73.9650242886884,0.022189047974486,0.150219754799907,0.798126301179736,0.0516539440203562,1,0,1,"VGSW","CO","Littleton, Denver Water Facility Outlet, Works, 11300 Waterton Road","DMNS:Bird:56028","20231102_Plate_2/11c","20231102","Plate_2","11c",NA,NA,NA,NA,NA
"VGSW_CO009","VGSW_CO009",43022,27.3237878294826,0.0268937594716247,0.151806052717214,0.797963832457812,0.0502301148249733,1,0,1,"VGSW","CO","Lafayette, Whispering Meadow Park","DMNS:Bird:56193","20231102_Plate_2/11d","20231102","Plate_2","11d","2012-07-17",7,17,2012,199
"VGSW_CO010","VGSW_CO010_merged",29860,6.88657066309444,0.324602474497297,0.0782652377762894,0.857233757535164,0.0645010046885466,1,1,1,"VGSW","CO","Higgins Gulch, 1.5 miles southwest of Speaefish","DMNS:Bird:45508","Merged","Merged","Merged","Merged","2010-08-17",8,17,2010,229
"VGSW_NM001","VGSW_NM001_seq2",37565,13.0705976307733,0.150324579855692,0.0886463463330228,0.835884466923998,0.0754691867429788,2,0,1,"VGSW","NM","Spring Cañon Jarido, Sandoval, NM","UWBM:74524","20240711Plate_4/4f","20240711","Plate_4","4f","2002-06-27",6,27,2002,178
"VGSW_NM002","VGSW_NM002_seq2",42866,39.6765968366538,0.0304222930944788,0.112956655624504,0.82118695469603,0.0658563896794662,2,0,1,"VGSW","NM","Spring Cañon Jarido, Sandoval, NM","UWBM:74523","20240711Plate_4/4g","20240711","Plate_4","4g","2002-06-27",6,27,2002,178
"VGSW_NV001","VGSW_NV001",39177,7.10733338438369,0.113863065752867,0.129795543303469,0.823033922965005,0.0471705337315262,1,0,1,"VGSW","NV","Carpenter Canyon Pahrump, Clark, NV","UWBM:80463","20231102_Plate_2/8d","20231102","Plate_2","8d","2012-05-24",5,24,2012,145
"VGSW_NV002","VGSW_NV002",39727,11.2862033377803,0.101422722851779,0.138016965791527,0.814886601052181,0.0470964331562917,1,0,1,"VGSW","NV","Carpenter Canyon Pahrump, Clark, NV","UWBM:80464","20231102_Plate_2/8e","20231102","Plate_2","8e","2012-05-24",5,24,2012,145
"VGSW_NV003","VGSW_NV003_seq2",42388,23.2180334056809,0.0412340820157879,0.145111824101161,0.797041615551571,0.0578465603472681,2,0,2,"VGSW","NV","Carpenter Canyon Pahrump, Clark, NV","UWBM:78839","20240711Plate_4/11f","20240711","Plate_4","11f","2012-05-24",5,24,2012,145
"VGSW_NV004","VGSW_NV004",42793,16.9668637393966,0.0320734658795322,0.155773140466899,0.791811744911551,0.0524151146215503,1,0,1,"VGSW","NV","Cabin Canyon Mesquite, Clark, NV","UWBM:95588","20231102_Plate_2/8g","20231102","Plate_2","8g","2012-05-26",5,26,2012,147
"VGSW_NV005","VGSW_NV005_seq2",40316,16.5280285742633,0.0881002465449775,0.131759103085624,0.809232066673281,0.0590088302410953,2,0,2,"VGSW","NV","Cabin Canyon Mesquite, Clark, NV","UWBM:91481","20240711Plate_4/11d","20240711","Plate_4","11d","2012-05-26",5,26,2012,147
"VGSW_NV006","VGSW_NV006",42430,13.0924345981617,0.0402840921942503,0.155786000471365,0.794932830544426,0.0492811689842093,1,0,1,"VGSW","NV","Cabin Canyon Mesquite, Clark, NV","UWBM:60570","20231102_Plate_2/9a","20231102","Plate_2","9a","2012-05-26",5,26,2012,147
"VGSW_NV008","VGSW_NV008",42174,15.6985583534879,0.0460745063445749,0.153909991938161,0.797908664105847,0.0481813439559918,1,0,1,"VGSW","NV","Cabin Canyon Mesquite, Clark, NV","UWBM:80325","20231102_Plate_2/7h","20231102","Plate_2","7h","2012-05-25",5,25,2012,146
"VGSW_NV009","VGSW_NV009",41834,10.3592293349907,0.0537649001379747,0.149782473586078,0.803246163407754,0.0469713630061672,1,0,1,"VGSW","NV","Spring Mountains; Clark Canyon [36.20'N/115.43'W], Clark, NV","UWBM:60586","20231102_Plate_2/8a","20231102","Plate_2","8a","2001-07-06",7,6,2001,187
"VGSW_NV010","VGSW_NV010",42957,23.9243196685057,0.0283639818144806,0.157762413576367,0.789882906161976,0.052354680261657,1,0,1,"VGSW","NV","Spring Mountains; Macks Canyon [36°21'N, 115°41'W], Clark, NV","UWBM:116626","20231102_Plate_2/8b","20231102","Plate_2","8b","2005-05-18",5,18,2005,138
"VGSW_NV011","VGSW_NV011",35619,5.17569274825234,0.194340774920269,0.113843735085207,0.845279204918723,0.0408770599960695,1,0,1,"VGSW","NV","Cabin Canyon Mesquite, Clark, NV","UWBM:80482","20231102_Plate_2/8c","20231102","Plate_2","8c","2012-05-25",5,25,2012,146
"VGSW_PI_BC007","VGSW_PI_BC007",42867,17.5848088273031,0.030399674289204,0.113700515548091,0.83486131523083,0.0514381692210792,1,0,1,"VGSW","PI_BC","Pender Island, BC","272196948","20231102_Plate_2/5d","20231102","Plate_2","5d","2021-06-22",6,22,2021,173
"VGSW_PI_BC008","VGSW_PI_BC008_merged",40643,13.4916959870088,0.0807038972201488,0.0942105651649731,0.852914401003863,0.052875033831164,1,1,1,"VGSW","PI_BC","Pender Island, BC","272196949","Merged","Merged","Merged","Merged","2021-06-22",6,22,2021,173
"VGSW_PI_BC009","VGSW_PI_BC009_merged",42864,19.1567749160134,0.0304675307050282,0.114338372527062,0.835946248600224,0.0497153788727137,1,1,1,"VGSW","PI_BC","Pender Island, BC","272196950","Merged","Merged","Merged","Merged","2021-06-22",6,22,2021,173
"VGSW_PI_BC010","VGSW_PI_BC010",43041,23.0851978346228,0.0264640021714053,0.137705908319974,0.809507214051718,0.0527868776283079,1,0,1,"VGSW","PI_BC","Pender Island, BC","272196951","20231102_Plate_2/5g","20231102","Plate_2","5g","2021-06-23",6,23,2021,174
"VGSW_PI_BC011","VGSW_PI_BC011",43078,23.5086122846929,0.0256271063762412,0.143321416964576,0.799619295231905,0.0570592878035192,1,0,1,"VGSW","PI_BC","Pender Island, BC","272196952","20231102_Plate_2/5h","20231102","Plate_2","5h","2021-06-25",6,25,2021,176
"VGSW_PI_BC012","VGSW_PI_BC012",42897,22.0069701843952,0.0297211101309629,0.142667319392965,0.799729584819451,0.0576030957875842,1,0,1,"VGSW","PI_BC","Pender Island, BC","272196953","20231102_Plate_2/6a","20231102","Plate_2","6a","2021-06-25",6,25,2021,176
"VGSW_PI_BC013","VGSW_PI_BC013",41103,8.53078850692164,0.0702992467937844,0.102887867065664,0.855217380726468,0.041894752207868,1,0,1,"VGSW","PI_BC","Pender Island, BC","272196954","20231102_Plate_2/6b","20231102","Plate_2","6b","2021-06-25",6,25,2021,176
"VGSW_SBC002","VGSW_SBC002_seq2",42565,25.3271467167861,0.0372305534821651,0.104099612357571,0.843204510748267,0.0526958768941619,2,0,2,"VGSW","SBC","North Vancouver: 1995 E 1st, Lower Mainland,BC","VGSW_SBC002","20240711Plate_4/2e","20240711","Plate_4","2e","2021-07-08",7,8,2021,189
"VGSW_SBC003","VGSW_SBC003_seq2",26859,7.74064559365576,0.392481509126688,0.0553631929706988,0.881901783387319,0.0627350236419822,2,0,2,"VGSW","SBC","Langley: 9930 197 St. Lower Mainland, BC","VGSW_SBC003","20240711Plate_4/2f","20240711","Plate_4","2f","2021-06-14",6,14,2021,165
"VGSW_SBC004","VGSW_SBC004_seq2",30306,7.60384082359929,0.314514487344778,0.0612749950504851,0.87319342704415,0.0655315779053653,2,0,2,"VGSW","SBC","Brackendale : 4183 Hope Rd., Lower Mainland, BC","VGSW_SBC004","20240711Plate_4/2g","20240711","Plate_4","2g","2021-07-01",7,1,2021,182
"VGSW_SBC005","VGSW_SBC005_seq2",18115,5.4189345845984,0.590260342448712,0.0415677615235992,0.887330941208943,0.0711012972674579,2,0,2,"VGSW","SBC","Brackendale : 4183 Hope Rd, Lower Mainland, BC","VGSW_SBC005","20240711Plate_4/2h","20240711","Plate_4","2h","2021-07-01",7,1,2021,182
"VGSW_SBC007","VGSW_SBC007_seq2",38010,9.44227834780321,0.140259211508448,0.0760852407261247,0.862983425414365,0.0609313338595107,2,0,2,"VGSW","SBC","Burnaby, Wildlife Rescue Association, Lower Mainland, BC","VGSW_SBC007","20240711Plate_4/3b","20240711","Plate_4","3b","2012-06-22",6,22,2012,174
"VGSW_WA007","VGSW_WA007_seq2",42243,21.0231991099117,0.0445138087806202,0.136874748479038,0.807329024927207,0.0557962265937552,2,0,2,"VGSW","WA","Electric City, Douglas, WA","UWBM:100142","20240711Plate_4/3g","20240711","Plate_4","3g","1993-03-30",3,30,1993,89
"VGSW_WA009","VGSW_WA009_seq2",42991,45.2443302086483,0.0275949424351406,0.148030983229048,0.799934870089088,0.0520341466818636,2,0,2,"VGSW","WA","valley west of Blue Lake Oroville, Okanogan, WA","UWBM:124892","20240711Plate_4/3e","20240711","Plate_4","3e","1999-09-05",9,5,1999,248
"VGSW_WA010","VGSW_WA010_seq2",41404,16.8480823108878,0.063490986406098,0.129069655105787,0.810114964737706,0.0608153801565066,2,0,2,"VGSW","WA","T16N R3E Sec. 19 Yelm, Thurston, WA","UWBM:84218","20240711Plate_4/3f","20240711","Plate_4","3f","2008-05-26",5,26,2008,147
"VGSW_WA011","VGSW_WA011_seq2",42379,29.9562991104085,0.0414376512632603,0.143113334434508,0.80303924113358,0.053847424431912,2,0,2,"VGSW","WA","Skagit, WA","UWBM:100430","20240711Plate_4/3h","20240711","Plate_4","3h","2002-03-20",3,20,2002,79
"VGSW_WA012","VGSW_WA012",27633,3.16921796402852,0.374974553844066,0.0703506676799479,0.897948105526002,0.0317012267940506,1,0,1,"VGSW","WA","Skagit Wildlife Area, Skagit, WA","UWBM:119066","20231102_Plate_2/9g","20231102","Plate_2","9g","2002-03-20",3,20,2002,79
"VGSW_WA013","VGSW_WA013",31432,3.61736446933062,0.28904571260546,0.0840544667854416,0.879517688979384,0.0364278442351743,1,0,1,"VGSW","WA","Skagit, WA","UWBM:100519","20231102_Plate_2/9h","20231102","Plate_2","9h","2002-03-20",3,20,2002,79
"VGSW_WA014","VGSW_WA014_merged",41502,27.0399498819334,0.0612743434891769,0.137318683436943,0.809334489904101,0.0533468266589562,1,1,1,"VGSW","WA","Skagit, WA","UWBM:79861","Merged","Merged","Merged","Merged","2002-03-20",3,20,2002,79
"VGSW_WA015","VGSW_WA015",42483,13.8502930583998,0.0390852955146909,0.143327919403055,0.806251912529718,0.0504201680672269,1,0,1,"VGSW","WA","Port Orchard, Kitsap, WA","UWBM:104722","20231102_Plate_2/10b","20231102","Plate_2","10b","2004-05-09",5,9,2004,130
"VGSW_WA016","VGSW_WA016",36039,4.87893670745581,0.184840876704892,0.103970698410056,0.85413024778712,0.0418990538028247,1,0,1,"VGSW","WA","Barker Canyon at Banks Lake Electric City, Grant, WA","UWBM:104719","20231102_Plate_2/10c","20231102","Plate_2","10c","2016-05-30",5,30,2016,151
